07-12-2018 15:04:20 [<module>:243] INFO : Initializing TPC-C benchmark using MongodbDriver
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.202427148819  9.88 txn/s      
  NEW_ORDER       63              3.31281781197   19.02 txn/s     
  ORDER_STATUS    2               0.0593190193176 33.72 txn/s     
  PAYMENT         59              57.4553143978   1.03 txn/s      
  STOCK_LEVEL     5               0.0793907642365 62.98 txn/s     
------------------------------------------------------------------
  TOTAL           131             61.1092691422   2.14 txn/s      
07-13-2018 13:24:48 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        11              1.33560419083   8.24 txn/s      
  NEW_ORDER       62              0.266389608383  232.74 txn/s    
  ORDER_STATUS    10              0.0742390155792 134.70 txn/s    
  PAYMENT         78              59.5281243324   1.31 txn/s      
  STOCK_LEVEL     2               0.023291349411  85.87 txn/s     
------------------------------------------------------------------
  TOTAL           163             61.2276484966   2.66 txn/s      
07-13-2018 13:24:48 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               1.25957489014   5.56 txn/s      
  NEW_ORDER       77              3.15662145615   24.39 txn/s     
  ORDER_STATUS    9               0.177242994308  50.78 txn/s     
  PAYMENT         75              56.421037674    1.33 txn/s      
  STOCK_LEVEL     5               0.12908411026   38.73 txn/s     
------------------------------------------------------------------
  TOTAL           173             61.1435611248   2.83 txn/s      
07-13-2018 13:24:48 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               0.766421794891  11.74 txn/s     
  NEW_ORDER       65              3.33128833771   19.51 txn/s     
  ORDER_STATUS    4               0.043792963028  91.34 txn/s     
  PAYMENT         66              56.9337127209   1.16 txn/s      
  STOCK_LEVEL     5               0.0814080238342 61.42 txn/s     
------------------------------------------------------------------
  TOTAL           149             61.1566238403   2.44 txn/s      
07-13-2018 13:24:48 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.291971921921  10.27 txn/s     
  NEW_ORDER       75              0.304986476898  245.91 txn/s    
  ORDER_STATUS    4               0.0397191047668 100.71 txn/s    
  PAYMENT         66              60.5524377823   1.09 txn/s      
  STOCK_LEVEL     8               0.075115442276  106.50 txn/s    
------------------------------------------------------------------
  TOTAL           156             61.2642307281   2.55 txn/s      
07-13-2018 13:24:48 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.372734308243  10.73 txn/s     
  NEW_ORDER       44              0.16197180748   271.65 txn/s    
  ORDER_STATUS    4               0.0306270122528 130.60 txn/s    
  PAYMENT         38              60.8862249851   0.62 txn/s      
  STOCK_LEVEL     3               0.039843082428  75.30 txn/s     
------------------------------------------------------------------
  TOTAL           93              61.4914011955   1.51 txn/s      
07-13-2018 13:24:48 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               0.549715995789  12.73 txn/s     
  NEW_ORDER       64              1.04273748398   61.38 txn/s     
  ORDER_STATUS    8               0.153517961502  52.11 txn/s     
  PAYMENT         69              59.5897550583   1.16 txn/s      
  STOCK_LEVEL     2               0.0181119441986 110.42 txn/s    
------------------------------------------------------------------
  TOTAL           150             61.3538384438   2.44 txn/s      
07-13-2018 13:24:48 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.228672742844  13.12 txn/s     
  NEW_ORDER       62              1.65251731873   37.52 txn/s     
  ORDER_STATUS    4               0.0220799446106 181.16 txn/s    
  PAYMENT         49              59.7253346443   0.82 txn/s      
  STOCK_LEVEL     4               0.04465508461   89.58 txn/s     
------------------------------------------------------------------
  TOTAL           122             61.6732597351   1.98 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        14              1.02020335197   13.72 txn/s     
  NEW_ORDER       181             0.685011386871  264.23 txn/s    
  ORDER_STATUS    5               0.0580508708954 86.13 txn/s     
  PAYMENT         142             59.5796933174   2.38 txn/s      
  STOCK_LEVEL     10              0.203764915466  49.08 txn/s     
------------------------------------------------------------------
  TOTAL           352             61.5467238426   5.72 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 61 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        1               0.0683047771454 14.64 txn/s     
  NEW_ORDER       47              0.672070980072  69.93 txn/s     
  ORDER_STATUS    3               0.089928150177  33.36 txn/s     
  PAYMENT         53              60.9567940235   0.87 txn/s      
------------------------------------------------------------------
  TOTAL           104             61.7870979309   1.68 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        11              0.564563035965  19.48 txn/s     
  NEW_ORDER       108             0.908652544022  118.86 txn/s    
  ORDER_STATUS    8               0.231212377548  34.60 txn/s     
  PAYMENT         88              60.0120186806   1.47 txn/s      
  STOCK_LEVEL     10              0.230851888657  43.32 txn/s     
------------------------------------------------------------------
  TOTAL           225             61.9472985268   3.63 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        10              1.02319169044   9.77 txn/s      
  NEW_ORDER       162             1.23252058029   131.44 txn/s    
  ORDER_STATUS    7               0.151870965958  46.09 txn/s     
  PAYMENT         127             58.9705796242   2.15 txn/s      
  STOCK_LEVEL     24              0.513165473938  46.77 txn/s     
------------------------------------------------------------------
  TOTAL           330             61.8913283348   5.33 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        15              1.53990721703   9.74 txn/s      
  NEW_ORDER       152             0.596202135086  254.95 txn/s    
  ORDER_STATUS    12              0.343728780746  34.91 txn/s     
  PAYMENT         135             59.382784605    2.27 txn/s      
  STOCK_LEVEL     6               0.0718469619751 83.51 txn/s     
------------------------------------------------------------------
  TOTAL           320             61.9344696999   5.17 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.298806667328  16.73 txn/s     
  NEW_ORDER       80              0.36078453064   221.74 txn/s    
  ORDER_STATUS    5               0.0656507015228 76.16 txn/s     
  PAYMENT         66              61.1128981113   1.08 txn/s      
  STOCK_LEVEL     7               0.100337266922  69.76 txn/s     
------------------------------------------------------------------
  TOTAL           163             61.9384772778   2.63 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.136582136154  14.64 txn/s     
  NEW_ORDER       40              2.91990327835   13.70 txn/s     
  ORDER_STATUS    6               0.0566868782043 105.84 txn/s    
  PAYMENT         42              58.765818119    0.71 txn/s      
  STOCK_LEVEL     8               0.0986647605896 81.08 txn/s     
------------------------------------------------------------------
  TOTAL           98              61.9776551723   1.58 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.500450134277  5.99 txn/s      
  NEW_ORDER       65              2.86165308952   22.71 txn/s     
  ORDER_STATUS    7               0.17444396019   40.13 txn/s     
  PAYMENT         54              58.4252018929   0.92 txn/s      
  STOCK_LEVEL     1               0.0151040554047 66.21 txn/s     
------------------------------------------------------------------
  TOTAL           130             61.9768531322   2.10 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               0.53443145752   13.10 txn/s     
  NEW_ORDER       82              0.29994392395   273.38 txn/s    
  ORDER_STATUS    10              0.110570430756  90.44 txn/s     
  PAYMENT         80              60.9670827389   1.31 txn/s      
  STOCK_LEVEL     12              0.149095773697  80.49 txn/s     
------------------------------------------------------------------
  TOTAL           191             62.0611243248   3.08 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               0.847808122635  10.62 txn/s     
  NEW_ORDER       51              0.212681770325  239.79 txn/s    
  ORDER_STATUS    11              0.129451990128  84.97 txn/s     
  PAYMENT         72              60.8265624046   1.18 txn/s      
  STOCK_LEVEL     5               0.208300828934  24.00 txn/s     
------------------------------------------------------------------
  TOTAL           148             62.2248051167   2.38 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        13              2.10364127159   6.18 txn/s      
  NEW_ORDER       93              0.407335519791  228.31 txn/s    
  ORDER_STATUS    2               0.0123381614685 162.10 txn/s    
  PAYMENT         72              59.4650707245   1.21 txn/s      
  STOCK_LEVEL     9               0.237241268158  37.94 txn/s     
------------------------------------------------------------------
  TOTAL           189             62.2256269455   3.04 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.13552808762   7.93 txn/s      
  NEW_ORDER       81              0.298628091812  271.24 txn/s    
  ORDER_STATUS    9               0.110618114471  81.36 txn/s     
  PAYMENT         69              60.552511692    1.14 txn/s      
  STOCK_LEVEL     9               0.110482931137  81.46 txn/s     
------------------------------------------------------------------
  TOTAL           177             62.2077689171   2.85 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.245979785919  8.13 txn/s      
  NEW_ORDER       43              0.193267583847  222.49 txn/s    
  ORDER_STATUS    3               0.0589859485626 50.86 txn/s     
  PAYMENT         56              61.7316055298   0.91 txn/s      
  STOCK_LEVEL     3               0.142565011978  21.04 txn/s     
------------------------------------------------------------------
  TOTAL           107             62.3724038601   1.72 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               0.575077056885  12.17 txn/s     
  NEW_ORDER       92              0.377921819687  243.44 txn/s    
  ORDER_STATUS    5               0.0859470367432 58.18 txn/s     
  PAYMENT         75              61.2556362152   1.22 txn/s      
  STOCK_LEVEL     9               0.0857861042023 104.91 txn/s    
------------------------------------------------------------------
  TOTAL           188             62.3803682327   3.01 txn/s      
07-13-2018 13:24:49 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        11              0.854748725891  12.87 txn/s     
  NEW_ORDER       94              0.346395492554  271.37 txn/s    
  ORDER_STATUS    9               0.804073572159  11.19 txn/s     
  PAYMENT         90              60.5474247932   1.49 txn/s      
  STOCK_LEVEL     6               0.061872959137  96.97 txn/s     
------------------------------------------------------------------
  TOTAL           210             62.614515543    3.35 txn/s      
07-13-2018 13:24:50 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        13              1.38514947891   9.39 txn/s      
  NEW_ORDER       86              0.799461126328  107.57 txn/s    
  ORDER_STATUS    3               0.0519897937775 57.70 txn/s     
  PAYMENT         81              60.3728437424   1.34 txn/s      
  STOCK_LEVEL     7               0.147516727448  47.45 txn/s     
------------------------------------------------------------------
  TOTAL           190             62.7569608688   3.03 txn/s      
07-13-2018 13:24:50 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               0.604841947556  9.92 txn/s      
  NEW_ORDER       56              0.265452861786  210.96 txn/s    
  ORDER_STATUS    5               0.0841269493103 59.43 txn/s     
  PAYMENT         64              61.6213903427   1.04 txn/s      
  STOCK_LEVEL     6               0.178388834     33.63 txn/s     
------------------------------------------------------------------
  TOTAL           137             62.7542009354   2.18 txn/s      
07-13-2018 13:24:50 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               0.844428062439  9.47 txn/s      
  NEW_ORDER       81              0.3962059021    204.44 txn/s    
  ORDER_STATUS    10              0.173345565796  57.69 txn/s     
  PAYMENT         77              61.2185742855   1.26 txn/s      
  STOCK_LEVEL     4               0.046434879303  86.14 txn/s     
------------------------------------------------------------------
  TOTAL           180             62.6789886951   2.87 txn/s      
07-13-2018 13:24:50 [execute:084] INFO : ==================================================================
Execution Results after 62 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        10              0.735742092133  13.59 txn/s     
  NEW_ORDER       78              0.284873485565  273.81 txn/s    
  ORDER_STATUS    12              0.245919466019  48.80 txn/s     
  PAYMENT         90              60.0872979164   1.50 txn/s      
  STOCK_LEVEL     11              1.5432510376    7.13 txn/s      
------------------------------------------------------------------
  TOTAL           201             62.8970839977   3.20 txn/s      
07-13-2018 13:24:50 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               2.50303196907   2.00 txn/s      
  NEW_ORDER       68              0.232850551605  292.03 txn/s    
  ORDER_STATUS    9               0.0691456794739 130.16 txn/s    
  PAYMENT         60              60.2670502663   1.00 txn/s      
  STOCK_LEVEL     7               0.0930211544037 75.25 txn/s     
------------------------------------------------------------------
  TOTAL           149             63.1650996208   2.36 txn/s      
07-13-2018 13:24:50 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.479084253311  8.35 txn/s      
  NEW_ORDER       42              2.79803061485   15.01 txn/s     
  ORDER_STATUS    2               0.00536799430847372.58 txn/s    
  PAYMENT         47              59.8750684261   0.78 txn/s      
  STOCK_LEVEL     5               0.106013298035  47.16 txn/s     
------------------------------------------------------------------
  TOTAL           100             63.2635645866   1.58 txn/s      
07-13-2018 13:24:50 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        11              0.952750921249  11.55 txn/s     
  NEW_ORDER       75              0.310044527054  241.90 txn/s    
  ORDER_STATUS    7               0.0329642295837 212.35 txn/s    
  PAYMENT         78              61.9401619434   1.26 txn/s      
  STOCK_LEVEL     6               0.065710067749  91.31 txn/s     
------------------------------------------------------------------
  TOTAL           177             63.3016316891   2.80 txn/s      
07-13-2018 13:24:50 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.52110004425   7.68 txn/s      
  NEW_ORDER       69              3.4937851429    19.75 txn/s     
  ORDER_STATUS    6               0.0424752235413 141.26 txn/s    
  PAYMENT         57              59.279291153    0.96 txn/s      
  STOCK_LEVEL     11              0.176551580429  62.30 txn/s     
------------------------------------------------------------------
  TOTAL           147             63.5132031441   2.31 txn/s      
07-13-2018 13:24:50 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               0.628201246262  12.73 txn/s     
  NEW_ORDER       60              2.67640042305   22.42 txn/s     
  ORDER_STATUS    5               0.057590007782  86.82 txn/s     
  PAYMENT         44              60.1994390488   0.73 txn/s      
  STOCK_LEVEL     4               0.0677027702332 59.08 txn/s     
------------------------------------------------------------------
  TOTAL           121             63.6293334961   1.90 txn/s      
07-13-2018 13:24:51 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        4               0.615525960922  6.50 txn/s      
  NEW_ORDER       65              0.264562606812  245.69 txn/s    
  ORDER_STATUS    8               0.246657848358  32.43 txn/s     
  PAYMENT         64              62.529843092    1.02 txn/s      
  STOCK_LEVEL     2               0.0128729343414 155.36 txn/s    
------------------------------------------------------------------
  TOTAL           143             63.6694624424   2.25 txn/s      
07-13-2018 13:24:51 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.290416479111  10.33 txn/s     
  NEW_ORDER       45              0.234880208969  191.59 txn/s    
  ORDER_STATUS    2               0.107712030411  18.57 txn/s     
  PAYMENT         44              63.1490457058   0.70 txn/s      
  STOCK_LEVEL     1               0.0134818553925 74.17 txn/s     
------------------------------------------------------------------
  TOTAL           95              63.7955362797   1.49 txn/s      
07-13-2018 13:24:51 [execute:084] INFO : ==================================================================
Execution Results after 63 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               0.771018505096  11.67 txn/s     
  NEW_ORDER       88              2.45443630219   35.85 txn/s     
  ORDER_STATUS    9               0.23827290535   37.77 txn/s     
  PAYMENT         90              60.3063027859   1.49 txn/s      
  STOCK_LEVEL     7               0.0690591335297 101.36 txn/s    
------------------------------------------------------------------
  TOTAL           203             63.839089632    3.18 txn/s      
07-13-2018 13:24:51 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        1               0.03125         32.00 txn/s     
  NEW_ORDER       38              0.280204296112  135.62 txn/s    
  ORDER_STATUS    5               0.0594744682312 84.07 txn/s     
  PAYMENT         39              63.6817207336   0.61 txn/s      
  STOCK_LEVEL     2               0.0175797939301 113.77 txn/s    
------------------------------------------------------------------
  TOTAL           85              64.0702292919   1.33 txn/s      
07-13-2018 13:24:51 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.50946187973   9.81 txn/s      
  NEW_ORDER       46              0.23046040535   199.60 txn/s    
  ORDER_STATUS    7               2.94742107391   2.37 txn/s      
  PAYMENT         59              60.636898756    0.97 txn/s      
  STOCK_LEVEL     1               0.0112359523773 89.00 txn/s     
------------------------------------------------------------------
  TOTAL           118             64.3354780674   1.83 txn/s      
07-13-2018 13:24:51 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        17              2.06121230125   8.25 txn/s      
  NEW_ORDER       117             0.621968507767  188.11 txn/s    
  ORDER_STATUS    10              0.32362818718   30.90 txn/s     
  PAYMENT         99              61.2934544086   1.62 txn/s      
  STOCK_LEVEL     6               0.0898320674896 66.79 txn/s     
------------------------------------------------------------------
  TOTAL           249             64.3900954723   3.87 txn/s      
07-13-2018 13:24:51 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.212146043777  14.14 txn/s     
  NEW_ORDER       73              0.339902877808  214.77 txn/s    
  ORDER_STATUS    8               0.0894260406494 89.46 txn/s     
  PAYMENT         60              63.4655792713   0.95 txn/s      
  STOCK_LEVEL     9               0.278426885605  32.32 txn/s     
------------------------------------------------------------------
  TOTAL           153             64.3854811192   2.38 txn/s      
07-13-2018 13:24:51 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  NEW_ORDER       44              0.214946985245  204.70 txn/s    
  ORDER_STATUS    8               2.74188017845   2.92 txn/s      
  PAYMENT         33              61.3846800327   0.54 txn/s      
------------------------------------------------------------------
  TOTAL           85              64.3415071964   1.32 txn/s      
07-13-2018 13:24:51 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        5               0.509253263474  9.82 txn/s      
  NEW_ORDER       117             3.34982943535   34.93 txn/s     
  ORDER_STATUS    8               0.0542018413544 147.60 txn/s    
  PAYMENT         73              60.2854902744   1.21 txn/s      
  STOCK_LEVEL     8               0.0974667072296 82.08 txn/s     
------------------------------------------------------------------
  TOTAL           211             64.2962415218   3.28 txn/s      
07-13-2018 13:24:52 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        11              1.10998511314   9.91 txn/s      
  NEW_ORDER       88              3.69550704956   23.81 txn/s     
  ORDER_STATUS    4               0.0599772930145 66.69 txn/s     
  PAYMENT         82              59.6778907776   1.37 txn/s      
  STOCK_LEVEL     10              0.145875930786  68.55 txn/s     
------------------------------------------------------------------
  TOTAL           195             64.6892361641   3.01 txn/s      
07-13-2018 13:24:52 [execute:084] INFO : ==================================================================
Execution Results after 64 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        7               1.31328320503   5.33 txn/s      
  NEW_ORDER       86              3.3463640213    25.70 txn/s     
  ORDER_STATUS    4               0.0615429878235 65.00 txn/s     
  PAYMENT         81              59.9544475079   1.35 txn/s      
  STOCK_LEVEL     6               0.0573618412018 104.60 txn/s    
------------------------------------------------------------------
  TOTAL           184             64.7329995632   2.84 txn/s      
07-13-2018 13:24:52 [execute:084] INFO : ==================================================================
Execution Results after 65 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               0.92359828949   6.50 txn/s      
  NEW_ORDER       64              0.896238088608  71.41 txn/s     
  ORDER_STATUS    4               0.0240797996521 166.11 txn/s    
  PAYMENT         54              63.4678106308   0.85 txn/s      
  STOCK_LEVEL     11              0.168364048004  65.33 txn/s     
------------------------------------------------------------------
  TOTAL           139             65.4800908566   2.12 txn/s      
07-13-2018 13:24:52 [execute:084] INFO : ==================================================================
Execution Results after 65 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.286143064499  10.48 txn/s     
  NEW_ORDER       57              0.248965501785  228.95 txn/s    
  ORDER_STATUS    3               0.0756330490112 39.67 txn/s     
  PAYMENT         47              64.6518530846   0.73 txn/s      
  STOCK_LEVEL     6               0.0933020114899 64.31 txn/s     
------------------------------------------------------------------
  TOTAL           116             65.3558967113   1.77 txn/s      
07-13-2018 13:24:53 [execute:084] INFO : ==================================================================
Execution Results after 66 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        3               0.35303902626   8.50 txn/s      
  NEW_ORDER       52              0.235986709595  220.35 txn/s    
  ORDER_STATUS    4               0.0587720870972 68.06 txn/s     
  PAYMENT         48              65.6058535576   0.73 txn/s      
  STOCK_LEVEL     5               0.121623277664  41.11 txn/s     
------------------------------------------------------------------
  TOTAL           112             66.3752746582   1.69 txn/s      
07-13-2018 13:24:53 [execute:084] INFO : ==================================================================
Execution Results after 66 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               0.463439226151  12.95 txn/s     
  NEW_ORDER       74              0.729556798935  101.43 txn/s    
  ORDER_STATUS    9               0.268350601196  33.54 txn/s     
  PAYMENT         63              64.1870052814   0.98 txn/s      
  STOCK_LEVEL     12              0.949973106384  12.63 txn/s     
------------------------------------------------------------------
  TOTAL           164             66.5983250141   2.46 txn/s      
07-13-2018 13:24:53 [execute:084] INFO : ==================================================================
Execution Results after 66 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               0.423735141754  14.16 txn/s     
  NEW_ORDER       112             3.43726372719   32.58 txn/s     
  ORDER_STATUS    10              0.116926908493  85.52 txn/s     
  PAYMENT         90              62.4064688683   1.44 txn/s      
  STOCK_LEVEL     11              0.180473804474  60.95 txn/s     
------------------------------------------------------------------
  TOTAL           229             66.5648684502   3.44 txn/s      
07-13-2018 13:24:54 [execute:084] INFO : ==================================================================
Execution Results after 66 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        2               0.097295999527  20.56 txn/s     
  NEW_ORDER       44              0.159347057343  276.13 txn/s    
  ORDER_STATUS    3               0.0118911266327 252.29 txn/s    
  PAYMENT         55              66.3622415066   0.83 txn/s      
  STOCK_LEVEL     5               0.183271169662  27.28 txn/s     
------------------------------------------------------------------
  TOTAL           109             66.8140468597   1.63 txn/s      
07-13-2018 13:24:54 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        15              1.87201428413   8.01 txn/s      
  NEW_ORDER       74              0.313989400864  235.68 txn/s    
  ORDER_STATUS    7               0.145979642868  47.95 txn/s     
  PAYMENT         79              64.5988366604   1.22 txn/s      
  STOCK_LEVEL     5               0.0558290481567 89.56 txn/s     
------------------------------------------------------------------
  TOTAL           180             66.9866490364   2.69 txn/s      
07-13-2018 13:24:54 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        1               0.106436014175  9.40 txn/s      
  NEW_ORDER       21              0.122490167618  171.44 txn/s    
  ORDER_STATUS    1               0.0342161655426 29.23 txn/s     
  PAYMENT         24              67.1673166752   0.36 txn/s      
  STOCK_LEVEL     3               0.141820907593  21.15 txn/s     
------------------------------------------------------------------
  TOTAL           50              67.5722799301   0.74 txn/s      
07-13-2018 13:24:55 [execute:084] INFO : ==================================================================
Execution Results after 67 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        9               1.8093919754    4.97 txn/s      
  NEW_ORDER       75              0.857622623444  87.45 txn/s     
  ORDER_STATUS    7               0.0659441947937 106.15 txn/s    
  PAYMENT         72              64.8397006989   1.11 txn/s      
  STOCK_LEVEL     5               0.290484189987  17.21 txn/s     
------------------------------------------------------------------
  TOTAL           168             67.8631436825   2.48 txn/s      
07-13-2018 13:24:55 [execute:084] INFO : ==================================================================
Execution Results after 68 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        8               1.23719286919   6.47 txn/s      
  NEW_ORDER       45              0.206990242004  217.40 txn/s    
  ORDER_STATUS    5               0.0380249023438 131.49 txn/s    
  PAYMENT         64              66.7848010063   0.96 txn/s      
  STOCK_LEVEL     4               0.0519850254059 76.95 txn/s     
------------------------------------------------------------------
  TOTAL           126             68.3189940453   1.84 txn/s      
07-13-2018 13:24:56 [execute:084] INFO : ==================================================================
Execution Results after 69 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        12              1.63437485695   7.34 txn/s      
  NEW_ORDER       130             0.627430915833  207.19 txn/s    
  ORDER_STATUS    11              0.105172634125  104.59 txn/s    
  PAYMENT         98              66.3896656036   1.48 txn/s      
  STOCK_LEVEL     15              0.224177122116  66.91 txn/s     
------------------------------------------------------------------
  TOTAL           266             68.9808211327   3.86 txn/s      
07-13-2018 13:24:57 [execute:084] INFO : ==================================================================
Execution Results after 70 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
  DELIVERY        6               0.503142118454  11.93 txn/s     
  NEW_ORDER       91              3.62095451355   25.13 txn/s     
  ORDER_STATUS    15              0.206017971039  72.81 txn/s     
  PAYMENT         114             65.9906446934   1.73 txn/s      
  STOCK_LEVEL     11              0.0966823101044 113.77 txn/s    
------------------------------------------------------------------
  TOTAL           237             70.4174416065   3.37 txn/s      
07-13-2018 13:24:59 [execute:084] INFO : ==================================================================
Execution Results after 72 seconds
------------------------------------------------------------------
                  Executed        Time (s)       Rate            
